,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition
10,1471.0,11.0,2.0,26.0,146.0,1.0,0.0,3.0,0.0,2.0,0.0,12.0,2.0,2.0,4.0,2.0,6.0,4.0,94.0,49.0,1.0,0.0,7.0,8.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1051.0,1.0,0.0,354.0,1405.0,0.0,0.0,1.0,3.0,480.0,0.0,0.0,319.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,2.0,6.0,1.0,1.0,1.0,1999.0,0.0,2.0,511.0,3.0,4.0,2.0,127.0,56.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0
11,1472.0,13.0,4.0,21.0,11.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,4.0,5.0,4.0,66.0,21.0,1.0,0.0,6.0,6.0,1.0,504.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,156.0,5.0,0.0,327.0,483.0,0.0,4.0,1.0,3.0,5.0,71.0,0.0,103.0,0.0,0.0,1.0,1.0,2.0,1.0,3.0,2.0,6.0,0.0,5.0,5.0,1971.0,2.0,1.0,264.0,3.0,4.0,2.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,4.0
12,1473.0,13.0,4.0,21.0,11.0,1.0,3.0,3.0,0.0,4.0,0.0,2.0,2.0,2.0,3.0,4.0,4.0,4.0,66.0,21.0,1.0,0.0,6.0,6.0,1.0,492.0,3.0,4.0,1.0,3.0,3.0,3.0,4.0,300.0,5.0,0.0,225.0,525.0,0.0,4.0,1.0,3.0,12.0,100.0,0.0,173.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,3.0,6.0,0.0,5.0,5.0,1997.0,2.0,1.0,320.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,4.0
13,1474.0,13.0,3.0,24.0,27.0,1.0,3.0,3.0,0.0,2.0,0.0,13.0,2.0,2.0,3.0,4.0,5.0,5.0,70.0,25.0,1.0,0.0,8.0,2.0,3.0,0.0,3.0,4.0,1.0,3.0,3.0,3.0,0.0,514.0,5.0,0.0,341.0,855.0,0.0,4.0,1.0,3.0,144.0,115.0,0.0,397.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,3.0,6.0,1.0,4.0,1.0,1975.0,2.0,2.0,440.0,3.0,4.0,2.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0
14,1475.0,11.0,3.0,24.0,27.0,1.0,3.0,3.0,0.0,2.0,0.0,13.0,2.0,2.0,3.0,2.0,6.0,5.0,70.0,25.0,1.0,0.0,8.0,2.0,3.0,0.0,3.0,4.0,1.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,836.0,836.0,0.0,0.0,1.0,3.0,133.0,0.0,0.0,38.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,1.0,6.0,0.0,5.0,1.0,1975.0,2.0,1.0,308.0,3.0,4.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0
15,1476.0,5.0,3.0,102.0,883.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,4.0,8.0,4.0,104.0,60.0,1.0,0.0,10.0,12.0,2.0,162.0,0.0,4.0,2.0,0.0,3.0,3.0,5.0,0.0,5.0,0.0,1590.0,1590.0,0.0,0.0,1.0,3.0,647.0,172.0,0.0,792.0,0.0,0.0,2.0,1.0,3.0,1.0,0.0,7.0,6.0,1.0,2.0,1.0,2009.0,0.0,3.0,751.0,3.0,4.0,2.0,79.0,109.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,5.0
16,1477.0,0.0,3.0,94.0,887.0,1.0,0.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,2.0,7.0,4.0,104.0,60.0,1.0,0.0,10.0,12.0,2.0,256.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1544.0,1544.0,0.0,0.0,1.0,3.0,600.0,0.0,0.0,458.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,4.0,6.0,0.0,5.0,1.0,2009.0,1.0,3.0,868.0,3.0,4.0,2.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,6.0,5.0
17,1478.0,0.0,3.0,90.0,771.0,1.0,3.0,3.0,0.0,4.0,0.0,16.0,4.0,2.0,0.0,2.0,8.0,4.0,100.0,55.0,3.0,0.0,10.0,12.0,1.0,615.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,110.0,5.0,0.0,1588.0,1698.0,0.0,0.0,1.0,3.0,682.0,0.0,0.0,570.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,4.0,6.0,1.0,2.0,1.0,2005.0,0.0,3.0,730.0,3.0,4.0,2.0,117.0,61.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0
18,1479.0,0.0,3.0,79.0,953.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,0.0,2.0,7.0,4.0,100.0,56.0,3.0,0.0,5.0,5.0,1.0,240.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,28.0,5.0,0.0,1794.0,1822.0,0.0,0.0,1.0,3.0,719.0,0.0,0.0,638.0,0.0,0.0,2.0,0.0,3.0,1.0,0.0,5.0,6.0,1.0,2.0,1.0,2005.0,1.0,3.0,678.0,3.0,4.0,2.0,0.0,99.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,4.0
19,1480.0,0.0,3.0,110.0,967.0,1.0,3.0,1.0,0.0,4.0,1.0,16.0,2.0,2.0,0.0,2.0,8.0,4.0,98.0,54.0,3.0,0.0,10.0,12.0,1.0,1095.0,0.0,4.0,2.0,0.0,3.0,1.0,2.0,1373.0,5.0,0.0,1473.0,2846.0,0.0,0.0,1.0,3.0,785.0,0.0,0.0,853.0,1.0,0.0,2.0,1.0,3.0,1.0,0.0,7.0,6.0,2.0,2.0,1.0,2003.0,0.0,3.0,958.0,3.0,4.0,2.0,139.0,121.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0
20,1481.0,5.0,3.0,105.0,939.0,1.0,3.0,3.0,0.0,0.0,0.0,16.0,2.0,2.0,0.0,4.0,7.0,4.0,97.0,52.0,1.0,0.0,10.0,12.0,1.0,232.0,2.0,4.0,2.0,2.0,3.0,1.0,2.0,578.0,5.0,0.0,1093.0,1671.0,0.0,0.0,1.0,3.0,676.0,98.0,0.0,771.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,4.0,6.0,1.0,0.0,1.0,2002.0,0.0,3.0,756.0,3.0,4.0,2.0,151.0,106.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0
21,1482.0,11.0,3.0,41.0,220.0,1.0,0.0,3.0,0.0,4.0,0.0,16.0,2.0,2.0,4.0,2.0,7.0,4.0,101.0,56.0,1.0,0.0,10.0,12.0,2.0,178.0,2.0,4.0,2.0,2.0,3.0,2.0,2.0,24.0,5.0,0.0,1346.0,1370.0,0.0,0.0,1.0,3.0,501.0,0.0,0.0,342.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,6.0,1.0,2.0,1.0,2006.0,1.0,2.0,484.0,3.0,4.0,2.0,58.0,37.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,4.0
22,1483.0,0.0,3.0,100.0,1057.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,2.0,2.0,0.0,2.0,5.0,4.0,100.0,55.0,1.0,0.0,10.0,12.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1324.0,1324.0,0.0,0.0,1.0,3.0,471.0,0.0,0.0,309.0,0.0,0.0,2.0,0.0,3.0,1.0,2.0,3.0,6.0,0.0,5.0,1.0,2005.0,0.0,2.0,430.0,3.0,4.0,2.0,13.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0
23,1484.0,11.0,3.0,43.0,53.0,1.0,3.0,3.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,6.0,4.0,101.0,56.0,1.0,0.0,10.0,12.0,1.0,14.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,16.0,5.0,0.0,1129.0,1145.0,0.0,0.0,1.0,3.0,362.0,0.0,0.0,207.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,6.0,0.0,5.0,1.0,2006.0,0.0,2.0,437.0,3.0,4.0,2.0,47.0,98.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0
24,1485.0,8.0,3.0,67.0,919.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,6.0,6.0,4.0,99.0,54.0,1.0,0.0,10.0,12.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,326.0,5.0,0.0,58.0,384.0,0.0,0.0,1.0,3.0,79.0,128.0,0.0,345.0,1.0,0.0,2.0,1.0,3.0,1.0,2.0,4.0,6.0,1.0,2.0,3.0,2004.0,0.0,2.0,400.0,3.0,4.0,2.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0
25,1486.0,5.0,3.0,63.0,400.0,1.0,0.0,3.0,0.0,4.0,0.0,8.0,2.0,2.0,0.0,4.0,6.0,4.0,99.0,54.0,1.0,0.0,10.0,12.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,847.0,847.0,0.0,0.0,1.0,3.0,139.0,271.0,0.0,591.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,4.0,6.0,1.0,2.0,3.0,2004.0,0.0,2.0,433.0,3.0,4.0,2.0,79.0,36.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,4.0
26,1487.0,5.0,3.0,60.0,1041.0,1.0,1.0,3.0,0.0,1.0,0.0,15.0,2.0,2.0,0.0,4.0,7.0,4.0,93.0,48.0,3.0,0.0,10.0,12.0,1.0,114.0,2.0,4.0,2.0,0.0,3.0,3.0,5.0,0.0,5.0,0.0,1629.0,1629.0,0.0,0.0,1.0,3.0,654.0,241.0,0.0,818.0,0.0,0.0,2.0,1.0,4.0,1.0,2.0,4.0,6.0,1.0,4.0,1.0,1998.0,0.0,3.0,962.0,3.0,4.0,2.0,6.0,136.0,0.0,0.0,64.0,0.0,0.0,0.0,4.0,8.0,4.0
27,1488.0,0.0,3.0,73.0,457.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,7.0,4.0,100.0,56.0,1.0,0.0,10.0,12.0,1.0,226.0,2.0,4.0,2.0,2.0,3.0,4.0,5.0,0.0,5.0,0.0,1595.0,1595.0,0.0,0.0,1.0,3.0,629.0,0.0,0.0,493.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,6.0,1.0,2.0,1.0,2005.0,1.0,3.0,880.0,3.0,4.0,2.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,4.0
28,1489.0,0.0,1.0,92.0,485.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,0.0,2.0,6.0,4.0,104.0,60.0,3.0,0.0,10.0,12.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,1218.0,1218.0,0.0,0.0,1.0,3.0,414.0,0.0,0.0,252.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0,6.0,0.0,5.0,1.0,2009.0,1.0,2.0,676.0,3.0,4.0,2.0,0.0,112.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,6.0,5.0
29,1490.0,0.0,1.0,84.0,646.0,1.0,3.0,3.0,0.0,0.0,0.0,21.0,2.0,2.0,0.0,2.0,5.0,4.0,100.0,55.0,1.0,0.0,10.0,12.0,3.0,0.0,2.0,4.0,2.0,0.0,3.0,3.0,2.0,1414.0,5.0,0.0,54.0,1468.0,0.0,0.0,1.0,3.0,554.0,0.0,0.0,404.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,6.0,1.0,2.0,1.0,2005.0,0.0,2.0,528.0,3.0,4.0,2.0,0.0,86.0,0.0,0.0,54.0,0.0,0.0,4.0,4.0,8.0,4.0
30,1491.0,5.0,3.0,70.0,812.0,1.0,3.0,3.0,0.0,4.0,0.0,20.0,2.0,2.0,0.0,4.0,6.0,4.0,99.0,54.0,1.0,0.0,10.0,12.0,1.0,122.0,2.0,4.0,2.0,2.0,3.0,0.0,5.0,0.0,5.0,0.0,831.0,831.0,0.0,0.0,1.0,3.0,128.0,240.0,0.0,543.0,0.0,0.0,2.0,1.0,3.0,1.0,2.0,5.0,6.0,0.0,5.0,1.0,2004.0,1.0,2.0,484.0,3.0,4.0,2.0,79.0,56.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,4.0
31,1492.0,1.0,2.0,70.0,566.0,1.0,3.0,3.0,0.0,0.0,0.0,20.0,1.0,2.0,0.0,2.0,4.0,4.0,18.0,0.0,1.0,0.0,11.0,13.0,3.0,0.0,3.0,1.0,0.0,3.0,3.0,3.0,5.0,0.0,5.0,0.0,816.0,816.0,0.0,4.0,0.0,0.0,260.0,0.0,0.0,116.0,0.0,0.0,1.0,0.0,2.0,1.0,3.0,2.0,6.0,0.0,5.0,5.0,1920.0,2.0,1.0,429.0,3.0,4.0,2.0,59.0,0.0,34.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,4.0
32,1493.0,0.0,3.0,39.0,999.0,1.0,0.0,3.0,0.0,1.0,0.0,19.0,7.0,2.0,0.0,2.0,5.0,5.0,69.0,52.0,3.0,0.0,8.0,9.0,0.0,250.0,3.0,2.0,1.0,3.0,3.0,1.0,1.0,126.0,2.0,859.0,223.0,1208.0,0.0,0.0,1.0,3.0,568.0,0.0,0.0,422.0,1.0,0.0,2.0,0.0,3.0,1.0,3.0,4.0,6.0,2.0,1.0,1.0,1974.0,0.0,2.0,461.0,3.0,4.0,2.0,187.0,0.0,86.0,0.0,0.0,0.0,0.0,3.0,4.0,8.0,0.0
33,1494.0,5.0,3.0,85.0,910.0,1.0,0.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,4.0,7.0,4.0,88.0,43.0,1.0,0.0,6.0,7.0,1.0,504.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,250.0,2.0,981.0,0.0,1231.0,0.0,0.0,1.0,3.0,432.0,336.0,0.0,795.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,6.0,6.0,1.0,4.0,1.0,1993.0,1.0,3.0,762.0,3.0,4.0,2.0,12.0,106.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0
34,1495.0,5.0,3.0,88.0,738.0,1.0,3.0,3.0,0.0,4.0,0.0,15.0,2.0,2.0,0.0,4.0,7.0,4.0,87.0,43.0,1.0,0.0,6.0,6.0,1.0,180.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,1129.0,5.0,0.0,261.0,1390.0,0.0,0.0,1.0,3.0,520.0,237.0,0.0,765.0,1.0,0.0,2.0,1.0,4.0,1.0,2.0,4.0,6.0,1.0,4.0,1.0,1992.0,1.0,3.0,713.0,3.0,4.0,2.0,122.0,18.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,8.0,4.0
35,1496.0,11.0,1.0,25.0,112.0,1.0,0.0,3.0,0.0,1.0,0.0,21.0,2.0,2.0,4.0,2.0,6.0,4.0,99.0,55.0,1.0,0.0,7.0,8.0,3.0,0.0,2.0,4.0,2.0,0.0,3.0,0.0,2.0,1298.0,5.0,0.0,190.0,1488.0,0.0,0.0,1.0,3.0,565.0,0.0,0.0,417.0,1.0,0.0,2.0,0.0,2.0,1.0,2.0,3.0,6.0,1.0,2.0,1.0,2004.0,0.0,2.0,506.0,3.0,4.0,2.0,97.0,38.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,8.0,4.0
36,1497.0,13.0,1.0,39.0,60.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,4.0,4.0,6.0,4.0,99.0,54.0,1.0,0.0,10.0,12.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,5.0,0.0,5.0,0.0,840.0,840.0,0.0,0.0,1.0,3.0,135.0,244.0,0.0,559.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,6.0,0.0,5.0,1.0,2004.0,1.0,2.0,588.0,3.0,4.0,2.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,4.0
37,1498.0,13.0,1.0,30.0,54.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,4.0,4.0,6.0,4.0,99.0,54.0,1.0,0.0,7.0,8.0,1.0,120.0,2.0,4.0,2.0,2.0,3.0,0.0,2.0,280.0,5.0,0.0,320.0,600.0,0.0,0.0,1.0,3.0,26.0,114.0,0.0,239.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,0.0,5.0,5.0,2004.0,1.0,2.0,480.0,3.0,4.0,2.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,4.0
38,1499.0,13.0,1.0,24.0,37.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,3.0,4.0,6.0,4.0,99.0,55.0,1.0,0.0,7.0,8.0,3.0,0.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,368.0,0.0,42.0,190.0,600.0,0.0,0.0,1.0,3.0,26.0,114.0,0.0,239.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,0.0,5.0,5.0,2004.0,1.0,2.0,480.0,3.0,4.0,2.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,8.0,4.0
39,1500.0,13.0,1.0,24.0,37.0,1.0,3.0,3.0,0.0,4.0,0.0,21.0,2.0,2.0,3.0,4.0,5.0,4.0,100.0,55.0,1.0,0.0,10.0,12.0,1.0,216.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,376.0,5.0,0.0,224.0,600.0,0.0,0.0,1.0,3.0,26.0,130.0,0.0,261.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,1.0,6.0,0.0,5.0,5.0,2005.0,1.0,2.0,480.0,3.0,4.0,2.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,4.0
40,1501.0,13.0,1.0,0.0,43.0,1.0,3.0,3.0,0.0,0.0,0.0,21.0,2.0,2.0,4.0,4.0,5.0,4.0,95.0,50.0,1.0,0.0,7.0,8.0,1.0,1159.0,2.0,4.0,2.0,2.0,3.0,3.0,2.0,466.0,5.0,0.0,290.0,756.0,0.0,0.0,1.0,3.0,86.0,201.0,0.0,436.0,1.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,6.0,0.0,5.0,5.0,2000.0,2.0,2.0,440.0,3.0,4.0,2.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,4.0
